Brand,Vehicle,Year, Value ,Collection,Rarity,PI,Owned
Saleen,Sportruck XR Black Label ,2020," 150,000 ",Autoshow (DLC: Horizon Racing Car Pack),EPIC,B 666,-
Schuppan,962CR ,1993," 2,500,000 ","HW Academy: ""Great Expertations"", Autoshow (DLC: Hot Wheels)",COMMON,S1 869,
Shelby,Cobra 427 S/C ,1965," 2,100,000 ","Autoshow, Wheelspin",LEGENDARY,B 694,
Shelby,Cobra Daytona Coupé ,1965," 30,000,000 ","Autoshow, Wheelspin, ""The One With the Hairy Chest"" accolade",LEGENDARY,B 637,
Shelby,GT 500 ,1967," 250,000 ",Autoshow (DLC: Acceleration Car Pack),EPIC,C 577,-
SIERRA Cars,#23 Yokohama Alpha ,2020," 70,000 ","HW Academy: ""Hot Wheels Legend"", Autoshow (DLC: Hot Wheels)",EPIC,S2 986,0
SIERRA Cars,700R ,2021," 250,000 ","""Hard to Find""",RARE,D 414,0
SIERRA Cars,RX3 ,2021," 45,000 ","Autoshow, ""Unbeatable Cross-Country Racing"" accolade",RARE,A 737,
Spania GTA,GTA Spano ,2016," 800,000 ","""Hard to Find""",EPIC,S2 915,0
SUBARU,BRAT GL ,1980," 250,000 ","""Hard to Find""",COMMON,D 273,0
SUBARU,Legacy RS ,1990," 250,000 ","""Hard to Find""",COMMON,C 514,0
SUBARU,SVX ,1996," 250,000 ","""Hard to Find""",COMMON,C 574,0
SUBARU,Impreza 22B-STi Version ,1998," 110,000 ",Wheelspin,LEGENDARY,B 640,0
SUBARU,Impreza WRX STi ,2004," 28,000 ","Autoshow, Wheelspin",COMMON,B 652,
SUBARU,Impreza WRX STi ,2005," 51,000 ","Autoshow, Wheelspin",COMMON,B 669,
SUBARU,Impreza WRX STI ,2008," 31,000 ","Autoshow, Wheelspin",RARE,B 649,
SUBARU,WRX STI ,2011," 33,000 ","Autoshow, Wheelspin",RARE,B 668,
SUBARU,BRZ ,2013," 32,000 ","Autoshow, Wheelspin",COMMON,C 581,
SUBARU,WRX STI ,2015," 42,000 ","Autoshow, Wheelspin",COMMON,B 675,
SUBARU,WRX STI ARX Supercar ,2018," 500,000 ","HW Academy: ""Green Thrill Zone"", Autoshow (DLC: Hot Wheels)",COMMON,S1 849,
SUBARU,STI S209 ,2019," 70,000 ",Autoshow (DLC: Car Pass),COMMON,B 689,
SUBARU,BRZ ,2022," 250,000 ","""Hard to Find""",EPIC,B 673,0
SUBARU,WRX ,2022," 250,000 ","""Hard to Find""",EPIC,B 663,
Toyota,Sports 800 ,1965," 250,000 ","""Hard to Find""",RARE,D 246,
Toyota,2000GT ,1969," 750,000 ","Autoshow, Wheelspin",EPIC,D 487,
Toyota,Celica GT ,1974," 20,000 ","Autoshow, Wheelspin",RARE,D 315,
Toyota,FJ40 ,1979," 55,000 ","Autoshow, Wheelspin",COMMON,D 269,
Toyota,Sprinter Trueno GT Apex ,1985," 20,000 ",Wheelspin,EPIC,D 480,
Toyota,MR2 SC ,1989," 20,000 ","Autoshow, Wheelspin",RARE,C 502,
Toyota,Chaser GT Twin Turbo ,1991," 250,000 ","""Hard to Find""",RARE,C 597,
Toyota,Sera ,1991," 10,000 ",Autoshow (DLC: JDM Jewels Car Pack),RARE,D 447,
Toyota,Celica GT-Four RC ST185 ,1992," 25,000 ","Autoshow, Wheelspin, ""Gold Medal"" accolade",RARE,C 544,
Toyota,Supra 2.0 GT ,1992," 20,000 ","Autoshow, ""Trials and Tribulations"" accolade",RARE,C 558,
Toyota,#1 T100 Baja Truck ,1993," 500,000 ",Barn find,LEGENDARY,B 693,
Toyota,Celica GT-Four ST205 ,1994," 20,000 ","Wheelspin, ""Icebreaker"" accolade",EPIC,C 590,
Toyota,MR2 GT ,1995," 250,000 ","""Hard to Find""",RARE,B 632,
Toyota,Soarer 2.5 GT-T ,1997," 250,000 ","""Hard to Find""",RARE,B 601,0
Toyota,Supra RZ ,1998," 38,000 ","Autoshow, Wheelspin",RARE,B 646,
Toyota,"Supra RZ ""Welcome Pack"" ",1998," 38,000 ",Autoshow (DLC: Welcome Pack),COMMON,A 800,
Toyota,Celica Sport Specialty II ,2003," 250,000 ",Midnight Battle 3,RARE,C 557,
Toyota,Hilux Arctic Trucks AT38 ,2007," 250,000 ","""Hard to Find""",RARE,D 457,0
Toyota,86,2013," 28,800 ","Autoshow, Wheelspin",RARE,C 579,
Toyota,Land Cruiser Arctic Trucks AT37 ,2016," 250,000 ","""Hard to Find""",RARE,D 404,1
Toyota,4Runner TRD Pro ,2019," 250,000 ","""Hard to Find""",RARE,C 531,0
Toyota,Tacoma TRD Pro ,2019," 50,000 ",Autoshow (DLC: Car Pass),RARE,C 518,
Toyota,GR Supra ,2020," 55,000 ",Autoshow,RARE,A 731,
Toyota,Tundra TRD Pro ,2020," 60,000 ",Autoshow (DLC: Car Pass),RARE,C 562,
Toyota,GR Yaris ,2021," 250,000 ","""Hard to Find""",EPIC,B 672,
Toyota,GR86 ,2022," 250,000 ","""Hard to Find""",EPIC,B 676,
Toyota,Camry TRD ,2023," 250,000 ","""Hard to Find""",EPIC,B 645,
TVR,Cerbera Speed 12 ,1998," 500,000 ","Autoshow, Wheelspin, ""Master Leveller"" accolade",EPIC,S1 861,
TVR,Sagaris ,2005," 86,000 ","Autoshow, Wheelspin, ""'S1' Class Elite"" accolade",RARE,A 779,
TVR,Griffith ,2018," 105,000 ","Autoshow, Wheelspin",RARE,S1 825,
Ultima,Evolution Coupe 1020 ,2015," 300,000 ","Autoshow, Wheelspin",EPIC,S2 961,
Universal Studios,Back to the Future Time Machine 1 ,1981," 1,000,000 ",Autoshow (DLC: Universal Icons Car Pack),LEGENDARY,D 455,
Universal Studios,Back to the Future Time Machine 2 ,1981," 1,000,000 ",Autoshow (DLC: Universal Icons Car Pack),LEGENDARY,D 453,
Universal Studios,Back to the Future Time Machine 3 ,1981," 1,000,000 ",Autoshow (DLC: Universal Icons Car Pack),LEGENDARY,D 335,
Universal Studios,K.I.T.T. ,1982," 1,000,000 ",Autoshow (DLC: Universal Icons Car Pack),LEGENDARY,A 743,
Universal Studios,Jeep Wrangler Sahara 'Jurassic Park' ,1992," 1,000,000 ",Autoshow (DLC: Universal Icons Car Pack),LEGENDARY,D 344,
Vauxhall,Lotus Carlton ,1990," 250,000 ","""Hard to Find""",RARE,B 635,0
Vauxhall,Monaro VXR ,2005," 25,000 ","Autoshow, Wheelspin",COMMON,B 696,
Vauxhall,Corsa VXR ,2016," 28,000 ","Autoshow, Wheelspin",COMMON,C 584,
Volkswagen,Beetle ,1963," 20,000 ","""Safe Hands"" accolade",LEGENDARY,D 100,
Volkswagen,Beetle Forza Edition ,1963," 500,000 ","""Flexibility Beats Everything"" accolade",FORZA EDITION,S1 900,0
Volkswagen,Type 2 De Luxe ,1963," 40,000 ",Autoshow,RARE,D 100,
Volkswagen,Double Cab Pick-Up ,1966," 250,000 ","""Hard to Find""",RARE,D 100,
Volkswagen,Class 5/1600 Baja Bug ,1969," 60,000 ","Autoshow, Wheelspin",RARE,D 349,
Volkswagen,#1107 Desert Dingo Racing Stock Bug ,1970," 25,000 ","Autoshow, Wheelspin",RARE,D 371,
Volkswagen,Thing ,1973," 250,000 ","""Hard to Find""",COMMON,D 100,
Volkswagen,SP-2 ,1976," 250,000 ","""Hard to Find""",RARE,D 252,
Volkswagen,Scirocco S ,1981," 20,000 ","Autoshow, Wheelspin",COMMON,D 293,
Volkswagen,Pickup LX ,1982," 20,000 ",Autoshow (DLC: Car Pass),EPIC,D 100,
Volkswagen,Golf GTI ,1983," 20,000 ","Autoshow, Wheelspin",COMMON,D 428,
Volkswagen,Golf Gti 16v Mk2 ,1992," 20,000 ","Autoshow, Wheelspin",COMMON,D 429,
Volkswagen,Corrado VR6 ,1995," 20,000 ","Autoshow, Wheelspin",COMMON,C 533,
Volkswagen,GTI VR6 Mk3 ,1998," 25,000 ","Autoshow, Wheelspin",COMMON,C 510,
Volkswagen,Golf R32 ,2003," 20,000 ","Autoshow, Wheelspin",RARE,B 618,
Volkswagen,Golf R ,2010," 64,000 ","Autoshow, Wheelspin",RARE,B 645,
Volkswagen,Scirocco R ,2011," 45,000 ","Autoshow, Wheelspin",RARE,B 663,
Volkswagen,Santana ,2012," 20,000 ",Autoshow (DLC: Chinese Lucky Stars Car Pack),RARE,D 340,-
Volkswagen,Golf R ,2014," 50,000 ","Autoshow, Wheelspin",COMMON,B 663,
Volkswagen,#34 Volkswagen Andretti Rallycross Beetle ,2017," 500,000 ","Autoshow, Wheelspin",EPIC,S1 851,
Volkswagen,Golf R ,2021," 65,000 ",Autoshow (DLC: Car Pass),COMMON,B 668,
Volkswagen,ID.4 ,2021," 250,000 ","""Hard to Find""",RARE,C 527,0
Volkswagen,Golf R ,2022," 50,000 ",Autoshow (DLC: Super Speed Car Pack),RARE,B 672,-
Volvo,242 Turbo Evolution ,1983," 45,000 ","Autoshow, Wheelspin",COMMON,C 548,
Volvo,850 R ,1997," 25,000 ","Autoshow, Wheelspin",COMMON,C 511,
Volvo,C30 Polestar ,2013," 250,000 ","""Hard to Find""",RARE,B 626,
Volvo,V60 Polestar ,2015," 62,000 ","Autoshow, Wheelspin, ""Quality Assurance"" accolade",COMMON,B 662,
VUHL,05RR ,2017," 100,000 ","Autoshow, Wheelspin",EPIC,S1 886,
W Motors,Lykan HyperSport ,2016," 3,000,000 ","""Hard to Find""",LEGENDARY,S1 877,0
Willys,MB Jeep ,1945," 40,000 ","Autoshow, Wheelspin",COMMON,D 198,
Wuling,Sunshine S ,2013," 250,000 ","""Hard to Find""",RARE,D 207,
Wuling,Hongguang Mini EV Macaron ,2022," 25,000 ",Autoshow (DLC: Chinese Lucky Stars Car Pack),RARE,D 136,-
Xpeng,P7 ,2020," 60,000 ",Autoshow,RARE,A 722,
Zenvo,ST1 ,2016," 1,000,000 ","""Hard to Find""",LEGENDARY,S1 883,
Zenvo,TSR-S ,2019," 1,200,000 ","Autoshow, Wheelspin",LEGENDARY,S2 927,
